Name,Price,Normal Price,Link
"MSI Katana 17, Intel Core i7-13700H, 44CM QHD 240Hz Gaming Laptop(16GB/1TB NVMe SSD/Windows 11 Home/NVIDIA GeForce RTX 4070, GDDR 8GB/Black/2.6Kg), B13VGK-1231IN","1,24,990","₹1,49,990",https:amazon.in//MSI-i7-13700H-Windows-GeForce-B13VGK-1231IN/dp/B0CXDXNKCN/ref=sr_1_347?dib=eyJ2IjoiMSJ9.HL_crW6q8IMuFZx9ZybiUV7POWd9dCWmoswaLAyjvXhARFlEOppxZ3M25k_vnnV_dnuxqwNSthn8ojorcRli0gCpNV8ccZ7nZzcInWOTmMzEmE-2Nn8Bm5gYQUKMk0aStwN1epMkrWo48FYnGZQWvBPCdYHsfjmLCHwuPn5cPfsnAJEQOxV2z0nTgnjNPEZdmANa55-wwYFSzxLvVrNX1cjyu804GNtvkFz0PTzI4R9E0Q8HYY-F3iTQMGj7HOJbcfX_k1TBU0vxxycUJOtKShu5qyqTgsUstM98Q4fI5EK0MRS_P4wdkvmq_beC1S2ke7ytqTd_ImJwaGDrHXS4mLszFLf21Q9Ylm99lrd5VvM.XiJh_ix5peTi9ftH1WiBoK2fOQg481RzDx9RPyZk6kI&dib_tag=se&keywords=laptops&qid=1736962432&s=computers&sr=1-347&xpid=9x5mw5HGXik4p
"Samsung Galaxy Book2 Pro Intel 12th Gen i7 EvoTM 39.62cm (15.6"") AMOLED Thin & Light Laptop (16 GB/512 GB SSD/Windows 11/MS Office/Backlit KB/Fingerprint Sensor/Graphite/1.11Kg), NP950XED-KA1IN","89,990","₹1,22,534",https:amazon.in//Samsung-39-62cm-Fingerprint-Graphite-NP950XED-KA1IN/dp/B09V1DCWW3/ref=sr_1_348?dib=eyJ2IjoiMSJ9.HL_crW6q8IMuFZx9ZybiUV7POWd9dCWmoswaLAyjvXhARFlEOppxZ3M25k_vnnV_dnuxqwNSthn8ojorcRli0gCpNV8ccZ7nZzcInWOTmMzEmE-2Nn8Bm5gYQUKMk0aStwN1epMkrWo48FYnGZQWvBPCdYHsfjmLCHwuPn5cPfsnAJEQOxV2z0nTgnjNPEZdmANa55-wwYFSzxLvVrNX1cjyu804GNtvkFz0PTzI4R9E0Q8HYY-F3iTQMGj7HOJbcfX_k1TBU0vxxycUJOtKShu5qyqTgsUstM98Q4fI5EK0MRS_P4wdkvmq_beC1S2ke7ytqTd_ImJwaGDrHXS4mLszFLf21Q9Ylm99lrd5VvM.XiJh_ix5peTi9ftH1WiBoK2fOQg481RzDx9RPyZk6kI&dib_tag=se&keywords=laptops&qid=1736962432&s=computers&sr=1-348&xpid=9x5mw5HGXik4p
"ZEBRONICS PRO Series Z NBC 5S, Intel Core 12th Gen i7 Processor 16GB RAM & 512GB SSD Laptop, 15.6 Inch (39.6CM), IPS 180° Display, Dolby Atmos, 38.5Wh Large Battery, Windows 11, Midnight Blue,1.76 Kg","37,990","₹78,999",https:amazon.in//ZEBRONICS-Processor-15-6-Inch-Display-Midnight/dp/B0CJ72RZTB/ref=sr_1_349?dib=eyJ2IjoiMSJ9.HL_crW6q8IMuFZx9ZybiUV7POWd9dCWmoswaLAyjvXhARFlEOppxZ3M25k_vnnV_dnuxqwNSthn8ojorcRli0gCpNV8ccZ7nZzcInWOTmMzEmE-2Nn8Bm5gYQUKMk0aStwN1epMkrWo48FYnGZQWvBPCdYHsfjmLCHwuPn5cPfsnAJEQOxV2z0nTgnjNPEZdmANa55-wwYFSzxLvVrNX1cjyu804GNtvkFz0PTzI4R9E0Q8HYY-F3iTQMGj7HOJbcfX_k1TBU0vxxycUJOtKShu5qyqTgsUstM98Q4fI5EK0MRS_P4wdkvmq_beC1S2ke7ytqTd_ImJwaGDrHXS4mLszFLf21Q9Ylm99lrd5VvM.XiJh_ix5peTi9ftH1WiBoK2fOQg481RzDx9RPyZk6kI&dib_tag=se&keywords=laptops&qid=1736962432&s=computers&sr=1-349&xpid=9x5mw5HGXik4p
"HP Laptop 240 G9 (2024), Intel Core i7 12th Gen 1255U - (8GB/512GB SSD/Intel Iris Xe Graphics/Windows 11) Thin and Light Business Laptop/14 (35.56cm) FHD/Silver/1.47 kg/MS Office 2021","60,990","₹96,990",https:amazon.in//HP-Laptop-240-Intel-1255U/dp/B0DJCSWN4F/ref=sr_1_350?dib=eyJ2IjoiMSJ9.HL_crW6q8IMuFZx9ZybiUV7POWd9dCWmoswaLAyjvXhARFlEOppxZ3M25k_vnnV_dnuxqwNSthn8ojorcRli0gCpNV8ccZ7nZzcInWOTmMzEmE-2Nn8Bm5gYQUKMk0aStwN1epMkrWo48FYnGZQWvBPCdYHsfjmLCHwuPn5cPfsnAJEQOxV2z0nTgnjNPEZdmANa55-wwYFSzxLvVrNX1cjyu804GNtvkFz0PTzI4R9E0Q8HYY-F3iTQMGj7HOJbcfX_k1TBU0vxxycUJOtKShu5qyqTgsUstM98Q4fI5EK0MRS_P4wdkvmq_beC1S2ke7ytqTd_ImJwaGDrHXS4mLszFLf21Q9Ylm99lrd5VvM.XiJh_ix5peTi9ftH1WiBoK2fOQg481RzDx9RPyZk6kI&dib_tag=se&keywords=laptops&qid=1736962432&s=computers&sr=1-350&xpid=9x5mw5HGXik4p
"(Refurbished) Dell Latitude E7470 6th Gen Intel Core i5 Thin & Light HD Laptop (16 GB DDR4 RAM|256 GB SSD|14"" (35.6 cm) HD|Windows 11|MS Office|WiFi|BT|Intel HD Graphics)","15,499","₹89,999",https:amazon.in//Refurbished-Dell-Latitude-Windows-Graphics/dp/B0DPH9FJGZ/ref=sr_1_351?dib=eyJ2IjoiMSJ9.HL_crW6q8IMuFZx9ZybiUV7POWd9dCWmoswaLAyjvXhARFlEOppxZ3M25k_vnnV_dnuxqwNSthn8ojorcRli0gCpNV8ccZ7nZzcInWOTmMzEmE-2Nn8Bm5gYQUKMk0aStwN1epMkrWo48FYnGZQWvBPCdYHsfjmLCHwuPn5cPfsnAJEQOxV2z0nTgnjNPEZdmANa55-wwYFSzxLvVrNX1cjyu804GNtvkFz0PTzI4R9E0Q8HYY-F3iTQMGj7HOJbcfX_k1TBU0vxxycUJOtKShu5qyqTgsUstM98Q4fI5EK0MRS_P4wdkvmq_beC1S2ke7ytqTd_ImJwaGDrHXS4mLszFLf21Q9Ylm99lrd5VvM.XiJh_ix5peTi9ftH1WiBoK2fOQg481RzDx9RPyZk6kI&dib_tag=se&keywords=laptops&qid=1736962432&s=computers&sr=1-351&xpid=9x5mw5HGXik4p
"HP Pavilion Plus, 13th Gen Intel Core i5-13500H, 16GB LPDDR5x, 512GB SSD, 16-inch(40.6cm), 400 nits, WQXGA Laptop, 6GB NVIDIA RTX 3050, 5MP IR Camera, B&O (Win 11, Office 21, Gold, 1.89kg) ab0015TX","97,990","₹1,18,529",https:amazon.in//HP-Pavilion-i5-13500H-16-inch-ab0015TX/dp/B0D266DSG7/ref=sr_1_352?dib=eyJ2IjoiMSJ9.HL_crW6q8IMuFZx9ZybiUV7POWd9dCWmoswaLAyjvXhARFlEOppxZ3M25k_vnnV_dnuxqwNSthn8ojorcRli0gCpNV8ccZ7nZzcInWOTmMzEmE-2Nn8Bm5gYQUKMk0aStwN1epMkrWo48FYnGZQWvBPCdYHsfjmLCHwuPn5cPfsnAJEQOxV2z0nTgnjNPEZdmANa55-wwYFSzxLvVrNX1cjyu804GNtvkFz0PTzI4R9E0Q8HYY-F3iTQMGj7HOJbcfX_k1TBU0vxxycUJOtKShu5qyqTgsUstM98Q4fI5EK0MRS_P4wdkvmq_beC1S2ke7ytqTd_ImJwaGDrHXS4mLszFLf21Q9Ylm99lrd5VvM.XiJh_ix5peTi9ftH1WiBoK2fOQg481RzDx9RPyZk6kI&dib_tag=se&keywords=laptops&qid=1736962432&s=computers&sr=1-352&xpid=9x5mw5HGXik4p
"HP Laptop 15, AMD Ryzen 5 7520U, 15.6-inch (39.6 cm), FHD, 8GB LPDDR5, 512GB SSD, AMD Radeon Graphics, FPR, FHD Camera w/Privacy Shutter, Backlit KB (Win 11, MSO 2021, Silver, 1.6 kg), 15-fc0029AU//","44,949","₹67,000",https:amazon.in//HP-15-6-inch-Graphics-Privacy-15-fc0029AU/dp/B0D7CFJP58/ref=sr_1_353?dib=eyJ2IjoiMSJ9.HL_crW6q8IMuFZx9ZybiUV7POWd9dCWmoswaLAyjvXhARFlEOppxZ3M25k_vnnV_dnuxqwNSthn8ojorcRli0gCpNV8ccZ7nZzcInWOTmMzEmE-2Nn8Bm5gYQUKMk0aStwN1epMkrWo48FYnGZQWvBPCdYHsfjmLCHwuPn5cPfsnAJEQOxV2z0nTgnjNPEZdmANa55-wwYFSzxLvVrNX1cjyu804GNtvkFz0PTzI4R9E0Q8HYY-F3iTQMGj7HOJbcfX_k1TBU0vxxycUJOtKShu5qyqTgsUstM98Q4fI5EK0MRS_P4wdkvmq_beC1S2ke7ytqTd_ImJwaGDrHXS4mLszFLf21Q9Ylm99lrd5VvM.XiJh_ix5peTi9ftH1WiBoK2fOQg481RzDx9RPyZk6kI&dib_tag=se&keywords=laptops&qid=1736962432&s=computers&sr=1-353&xpid=9x5mw5HGXik4p
"MSI Modern 14 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) Modern 14 C12M-445IN / Modern 14 C12MO-1022IN Thin and Light Laptop (14 Inch, Urban Silver, 1.4 Kg)","29,350","₹44,990",https:amazon.in//MSI-Modern-Intel-Core-1215U/dp/B0DGXKDNFS/ref=sr_1_354?dib=eyJ2IjoiMSJ9.HL_crW6q8IMuFZx9ZybiUV7POWd9dCWmoswaLAyjvXhARFlEOppxZ3M25k_vnnV_dnuxqwNSthn8ojorcRli0gCpNV8ccZ7nZzcInWOTmMzEmE-2Nn8Bm5gYQUKMk0aStwN1epMkrWo48FYnGZQWvBPCdYHsfjmLCHwuPn5cPfsnAJEQOxV2z0nTgnjNPEZdmANa55-wwYFSzxLvVrNX1cjyu804GNtvkFz0PTzI4R9E0Q8HYY-F3iTQMGj7HOJbcfX_k1TBU0vxxycUJOtKShu5qyqTgsUstM98Q4fI5EK0MRS_P4wdkvmq_beC1S2ke7ytqTd_ImJwaGDrHXS4mLszFLf21Q9Ylm99lrd5VvM.XiJh_ix5peTi9ftH1WiBoK2fOQg481RzDx9RPyZk6kI&dib_tag=se&keywords=laptops&qid=1736962432&s=computers&sr=1-354&xpid=9x5mw5HGXik4p
"HP Envy x360, 13th Gen Intel Core i5-1335U,16GB DDR5, 512GB SSD, (Win11,Office21,Black,1.77kg),Touchscreen,OLED, 15.6-inch(39.6cm) FHD Laptop, Intel Iris Xe graphics, 5MP IR camera, B&O, Pen, fe0028TU","93,700","₹1,10,245",https:amazon.in//HP-Windows-Touchscreen-Keyboard-Fe0028Tu/dp/B0CGDX26DZ/ref=sr_1_355?dib=eyJ2IjoiMSJ9.HL_crW6q8IMuFZx9ZybiUV7POWd9dCWmoswaLAyjvXhARFlEOppxZ3M25k_vnnV_dnuxqwNSthn8ojorcRli0gCpNV8ccZ7nZzcInWOTmMzEmE-2Nn8Bm5gYQUKMk0aStwN1epMkrWo48FYnGZQWvBPCdYHsfjmLCHwuPn5cPfsnAJEQOxV2z0nTgnjNPEZdmANa55-wwYFSzxLvVrNX1cjyu804GNtvkFz0PTzI4R9E0Q8HYY-F3iTQMGj7HOJbcfX_k1TBU0vxxycUJOtKShu5qyqTgsUstM98Q4fI5EK0MRS_P4wdkvmq_beC1S2ke7ytqTd_ImJwaGDrHXS4mLszFLf21Q9Ylm99lrd5VvM.XiJh_ix5peTi9ftH1WiBoK2fOQg481RzDx9RPyZk6kI&dib_tag=se&keywords=laptops&qid=1736962432&s=computers&sr=1-355&xpid=9x5mw5HGXik4p
"(Refurbished) Lenovo ThinkPad T480 8th Gen Intel Core i7 Thin & Light Laptop (16 GB DDR4 RAM/512 GB SSD/14 (35.6 cm) HD/Windows 11/WiFi/Bluetooth 4.1/Webcam/Intel HD Graphics),Black","19,999","₹59,999",https:amazon.in//Refurbished-Lenovo-ThinkPad-T480-Bluetooth/dp/B0DKG223F1/ref=sr_1_338?dib=eyJ2IjoiMSJ9.HL_crW6q8IMuFZx9ZybiUV7POWd9dCWmoswaLAyjvXhARFlEOppxZ3M25k_vnnV_dnuxqwNSthn8ojorcRli0gCpNV8ccZ7nZzcInWOTmMzEmE-2Nn8Bm5gYQUKMk0aStwN1epMkrWo48FYnGZQWvBPCdYHsfjmLCHwuPn5cPfsnAJEQOxV2z0nTgnjNPEZdmANa55-wwYFSzxLvVrNX1cjyu804GNtvkFz0PTzI4R9E0Q8HYY-F3iTQMGj7HOJbcfX_k1TBU0vxxycUJOtKShu5qyqTgsUstM98Q4fI5EK0MRS_P4wdkvmq_beC1S2ke7ytqTd_ImJwaGDrHXS4mLszFLf21Q9Ylm99lrd5VvM.XiJh_ix5peTi9ftH1WiBoK2fOQg481RzDx9RPyZk6kI&dib_tag=se&keywords=laptops&qid=1736962432&s=computers&sr=1-338&xpid=9x5mw5HGXik4p
"HP Laptop 245 G9 (2024), AMD Ryzen 3 3250U Dual Core - (16GB/512GB SSD/AMD Radeon Graphics/Windows 11) Thin and Light Business Laptop/14 (35.56cm)/Silver/1.47 kg/MS Office 2021","29,499","₹50,990",https:amazon.in//HP-Laptop-245-G9-Ryzen/dp/B0DJCZB7QS/ref=sr_1_356?dib=eyJ2IjoiMSJ9.HL_crW6q8IMuFZx9ZybiUV7POWd9dCWmoswaLAyjvXhARFlEOppxZ3M25k_vnnV_dnuxqwNSthn8ojorcRli0gCpNV8ccZ7nZzcInWOTmMzEmE-2Nn8Bm5gYQUKMk0aStwN1epMkrWo48FYnGZQWvBPCdYHsfjmLCHwuPn5cPfsnAJEQOxV2z0nTgnjNPEZdmANa55-wwYFSzxLvVrNX1cjyu804GNtvkFz0PTzI4R9E0Q8HYY-F3iTQMGj7HOJbcfX_k1TBU0vxxycUJOtKShu5qyqTgsUstM98Q4fI5EK0MRS_P4wdkvmq_beC1S2ke7ytqTd_ImJwaGDrHXS4mLszFLf21Q9Ylm99lrd5VvM.XiJh_ix5peTi9ftH1WiBoK2fOQg481RzDx9RPyZk6kI&dib_tag=se&keywords=laptops&qid=1736962432&s=computers&sr=1-356&xpid=9x5mw5HGXik4p
"Lenovo V15 AMD Ryzen 5 5500U 15.6"" (39.62cm) FHD 250 nits Antiglare Thin and Light Laptop (8GB/512GB SSD/Windows 11 Home/Iron Grey/1.7 Kg), 82KDA00XIH","34,990","₹98,780",https:amazon.in//Lenovo-39-62cm-Antiglare-Windows-82KDA00XIH/dp/B0BH8DW9RK/ref=sr_1_357?dib=eyJ2IjoiMSJ9.HL_crW6q8IMuFZx9ZybiUV7POWd9dCWmoswaLAyjvXhARFlEOppxZ3M25k_vnnV_dnuxqwNSthn8ojorcRli0gCpNV8ccZ7nZzcInWOTmMzEmE-2Nn8Bm5gYQUKMk0aStwN1epMkrWo48FYnGZQWvBPCdYHsfjmLCHwuPn5cPfsnAJEQOxV2z0nTgnjNPEZdmANa55-wwYFSzxLvVrNX1cjyu804GNtvkFz0PTzI4R9E0Q8HYY-F3iTQMGj7HOJbcfX_k1TBU0vxxycUJOtKShu5qyqTgsUstM98Q4fI5EK0MRS_P4wdkvmq_beC1S2ke7ytqTd_ImJwaGDrHXS4mLszFLf21Q9Ylm99lrd5VvM.XiJh_ix5peTi9ftH1WiBoK2fOQg481RzDx9RPyZk6kI&dib_tag=se&keywords=laptops&qid=1736962432&s=computers&sr=1-357&xpid=9x5mw5HGXik4p
"Dell G15-5530 Windows 11 Home, Intel Core i5-13450HX| NVIDIA RTX 3050, 6GB|8GB RAM|512GB SSD, FHD|Window 11|Ms Office' 21|15.6"" (39.62Cm)|Dark Shadow Grey|2.65Kg|Gaming Laptop","70,490","₹94,987",https:amazon.in//Dell-G15-5530-Gaming-i5-13450HX-Processor/dp/B0CRKV7WKT/ref=sr_1_358?dib=eyJ2IjoiMSJ9.HL_crW6q8IMuFZx9ZybiUV7POWd9dCWmoswaLAyjvXhARFlEOppxZ3M25k_vnnV_dnuxqwNSthn8ojorcRli0gCpNV8ccZ7nZzcInWOTmMzEmE-2Nn8Bm5gYQUKMk0aStwN1epMkrWo48FYnGZQWvBPCdYHsfjmLCHwuPn5cPfsnAJEQOxV2z0nTgnjNPEZdmANa55-wwYFSzxLvVrNX1cjyu804GNtvkFz0PTzI4R9E0Q8HYY-F3iTQMGj7HOJbcfX_k1TBU0vxxycUJOtKShu5qyqTgsUstM98Q4fI5EK0MRS_P4wdkvmq_beC1S2ke7ytqTd_ImJwaGDrHXS4mLszFLf21Q9Ylm99lrd5VvM.XiJh_ix5peTi9ftH1WiBoK2fOQg481RzDx9RPyZk6kI&dib_tag=se&keywords=laptops&qid=1736962432&s=computers&sr=1-358&xpid=9x5mw5HGXik4p
"Dell Inspiron 3505 15.6"" (39.62 cms) FHD AG Display Laptop (Ryzen3 3250U / 8GB / 1TB / Integrated Graphics/Win 10 + MSO/Accent Black) D560406WIN9BE","36,590","₹37,998",https:amazon.in//Dell-Inspiron-Integrated-Graphics-D560406WIN9BE/dp/B08MQ718SY/ref=sr_1_359?dib=eyJ2IjoiMSJ9.HL_crW6q8IMuFZx9ZybiUV7POWd9dCWmoswaLAyjvXhARFlEOppxZ3M25k_vnnV_dnuxqwNSthn8ojorcRli0gCpNV8ccZ7nZzcInWOTmMzEmE-2Nn8Bm5gYQUKMk0aStwN1epMkrWo48FYnGZQWvBPCdYHsfjmLCHwuPn5cPfsnAJEQOxV2z0nTgnjNPEZdmANa55-wwYFSzxLvVrNX1cjyu804GNtvkFz0PTzI4R9E0Q8HYY-F3iTQMGj7HOJbcfX_k1TBU0vxxycUJOtKShu5qyqTgsUstM98Q4fI5EK0MRS_P4wdkvmq_beC1S2ke7ytqTd_ImJwaGDrHXS4mLszFLf21Q9Ylm99lrd5VvM.XiJh_ix5peTi9ftH1WiBoK2fOQg481RzDx9RPyZk6kI&dib_tag=se&keywords=laptops&qid=1736962432&s=computers&sr=1-359&xpid=9x5mw5HGXik4p
"Thomson Intel Celeron Dual Core N4020 - (4 GB/128 GB SSD/Windows 11 Home) IN-N15V2C Thin and Light Laptop with Numeric Keyboard (15.6 inch, Silver, 1.56 kg)","16,490","₹25,990",https:amazon.in//Thomson-Intel-Celeron-N4020-N15V2C/dp/B0DHPC5QYF/ref=sr_1_360?dib=eyJ2IjoiMSJ9.HL_crW6q8IMuFZx9ZybiUV7POWd9dCWmoswaLAyjvXhARFlEOppxZ3M25k_vnnV_dnuxqwNSthn8ojorcRli0gCpNV8ccZ7nZzcInWOTmMzEmE-2Nn8Bm5gYQUKMk0aStwN1epMkrWo48FYnGZQWvBPCdYHsfjmLCHwuPn5cPfsnAJEQOxV2z0nTgnjNPEZdmANa55-wwYFSzxLvVrNX1cjyu804GNtvkFz0PTzI4R9E0Q8HYY-F3iTQMGj7HOJbcfX_k1TBU0vxxycUJOtKShu5qyqTgsUstM98Q4fI5EK0MRS_P4wdkvmq_beC1S2ke7ytqTd_ImJwaGDrHXS4mLszFLf21Q9Ylm99lrd5VvM.XiJh_ix5peTi9ftH1WiBoK2fOQg481RzDx9RPyZk6kI&dib_tag=se&keywords=laptops&qid=1736962432&s=computers&sr=1-360&xpid=9x5mw5HGXik4p
"MSI Modern 15, Intel 12th Gen. i3-1215U, 40CM FHD 60Hz Laptop (16GB/512GB NVMe SSD/Windows 11 Home/Intel UHD Graphics/Classic Black/1.7Kg), B12M-612IN","32,340","₹69,999",https:amazon.in//MSI-i3-1215U-Windows-Graphics-B12M-612IN/dp/B0C9JFKHP2/ref=sr_1_339?dib=eyJ2IjoiMSJ9.HL_crW6q8IMuFZx9ZybiUV7POWd9dCWmoswaLAyjvXhARFlEOppxZ3M25k_vnnV_dnuxqwNSthn8ojorcRli0gCpNV8ccZ7nZzcInWOTmMzEmE-2Nn8Bm5gYQUKMk0aStwN1epMkrWo48FYnGZQWvBPCdYHsfjmLCHwuPn5cPfsnAJEQOxV2z0nTgnjNPEZdmANa55-wwYFSzxLvVrNX1cjyu804GNtvkFz0PTzI4R9E0Q8HYY-F3iTQMGj7HOJbcfX_k1TBU0vxxycUJOtKShu5qyqTgsUstM98Q4fI5EK0MRS_P4wdkvmq_beC1S2ke7ytqTd_ImJwaGDrHXS4mLszFLf21Q9Ylm99lrd5VvM.XiJh_ix5peTi9ftH1WiBoK2fOQg481RzDx9RPyZk6kI&dib_tag=se&keywords=laptops&qid=1736962432&s=computers&sr=1-339&xpid=9x5mw5HGXik4p
"Dell Inspion 7430 Laptop, Intel Core i5-13500H Processor, 16GB LP DDR5 + 512GB SSD, 14.0"" (35.56cm) 2.5K 300 nits, Win 11+ MSO'21 + 15 Months McAfee, Backlit KB + FPR, Silver, Thin & Light- 1.66kg","76,990","₹1,17,154",https:amazon.in//Dell-Inspion-i5-13500H-Processor-35-56cm/dp/B0D3HY6LB6/ref=sr_1_340?dib=eyJ2IjoiMSJ9.HL_crW6q8IMuFZx9ZybiUV7POWd9dCWmoswaLAyjvXhARFlEOppxZ3M25k_vnnV_dnuxqwNSthn8ojorcRli0gCpNV8ccZ7nZzcInWOTmMzEmE-2Nn8Bm5gYQUKMk0aStwN1epMkrWo48FYnGZQWvBPCdYHsfjmLCHwuPn5cPfsnAJEQOxV2z0nTgnjNPEZdmANa55-wwYFSzxLvVrNX1cjyu804GNtvkFz0PTzI4R9E0Q8HYY-F3iTQMGj7HOJbcfX_k1TBU0vxxycUJOtKShu5qyqTgsUstM98Q4fI5EK0MRS_P4wdkvmq_beC1S2ke7ytqTd_ImJwaGDrHXS4mLszFLf21Q9Ylm99lrd5VvM.XiJh_ix5peTi9ftH1WiBoK2fOQg481RzDx9RPyZk6kI&dib_tag=se&keywords=laptops&qid=1736962432&s=computers&sr=1-340&xpid=9x5mw5HGXik4p
"MSI Cyborg 14, Intel 13th Gen. i5-13420H, 36CM FHD+ 144Hz Gaming Laptop(8GB/512GB NVMe SSD/Windows 11 Home/MSO 2021/Nvidia GeForce RTX3050, 6GB GDDR6/Translucent Black/1.6Kg), A13UDX-207IN","72,589","₹91,990",https:amazon.in//MSI-i5-13420H-Windows-Translucent-A13UDX-207IN/dp/B0D6MXQ2DK/ref=sr_1_341?dib=eyJ2IjoiMSJ9.HL_crW6q8IMuFZx9ZybiUV7POWd9dCWmoswaLAyjvXhARFlEOppxZ3M25k_vnnV_dnuxqwNSthn8ojorcRli0gCpNV8ccZ7nZzcInWOTmMzEmE-2Nn8Bm5gYQUKMk0aStwN1epMkrWo48FYnGZQWvBPCdYHsfjmLCHwuPn5cPfsnAJEQOxV2z0nTgnjNPEZdmANa55-wwYFSzxLvVrNX1cjyu804GNtvkFz0PTzI4R9E0Q8HYY-F3iTQMGj7HOJbcfX_k1TBU0vxxycUJOtKShu5qyqTgsUstM98Q4fI5EK0MRS_P4wdkvmq_beC1S2ke7ytqTd_ImJwaGDrHXS4mLszFLf21Q9Ylm99lrd5VvM.XiJh_ix5peTi9ftH1WiBoK2fOQg481RzDx9RPyZk6kI&dib_tag=se&keywords=laptops&qid=1736962432&s=computers&sr=1-341&xpid=9x5mw5HGXik4p
"ASUS Vivobook 15 (2023), Intel Core i3-1315U 13th Gen, 15.6"" (39.62 cms) FHD, Thin and Light Laptop (8GB/512GB SSD/Windows 11/Office 2021/Fingerprint/Silver/1.7 kg), X1504VA-NJ324WS","37,990","₹57,990",https:amazon.in//ASUS-Vivobook-i3-1315U-Fingerprint-X1504VA-NJ324WS/dp/B0BRY19K7R/ref=sr_1_342?dib=eyJ2IjoiMSJ9.HL_crW6q8IMuFZx9ZybiUV7POWd9dCWmoswaLAyjvXhARFlEOppxZ3M25k_vnnV_dnuxqwNSthn8ojorcRli0gCpNV8ccZ7nZzcInWOTmMzEmE-2Nn8Bm5gYQUKMk0aStwN1epMkrWo48FYnGZQWvBPCdYHsfjmLCHwuPn5cPfsnAJEQOxV2z0nTgnjNPEZdmANa55-wwYFSzxLvVrNX1cjyu804GNtvkFz0PTzI4R9E0Q8HYY-F3iTQMGj7HOJbcfX_k1TBU0vxxycUJOtKShu5qyqTgsUstM98Q4fI5EK0MRS_P4wdkvmq_beC1S2ke7ytqTd_ImJwaGDrHXS4mLszFLf21Q9Ylm99lrd5VvM.XiJh_ix5peTi9ftH1WiBoK2fOQg481RzDx9RPyZk6kI&dib_tag=se&keywords=laptops&qid=1736962432&s=computers&sr=1-342&xpid=9x5mw5HGXik4p
"MSI Modern 15 H AI, Intel 1st Gen. Ultra 5 125H,Built-in AI, 40CM Laptop(16GB/512GB NVMe SSD/Windows 11 Home/Intel Arc/Classic Black/1.9Kg), C1MG-047IN","52,990","₹72,990",https:amazon.in//MSI-Modern-Windows-Classic-C1MG-047IN/dp/B0D3WNGTZB/ref=sr_1_343?dib=eyJ2IjoiMSJ9.HL_crW6q8IMuFZx9ZybiUV7POWd9dCWmoswaLAyjvXhARFlEOppxZ3M25k_vnnV_dnuxqwNSthn8ojorcRli0gCpNV8ccZ7nZzcInWOTmMzEmE-2Nn8Bm5gYQUKMk0aStwN1epMkrWo48FYnGZQWvBPCdYHsfjmLCHwuPn5cPfsnAJEQOxV2z0nTgnjNPEZdmANa55-wwYFSzxLvVrNX1cjyu804GNtvkFz0PTzI4R9E0Q8HYY-F3iTQMGj7HOJbcfX_k1TBU0vxxycUJOtKShu5qyqTgsUstM98Q4fI5EK0MRS_P4wdkvmq_beC1S2ke7ytqTd_ImJwaGDrHXS4mLszFLf21Q9Ylm99lrd5VvM.XiJh_ix5peTi9ftH1WiBoK2fOQg481RzDx9RPyZk6kI&dib_tag=se&keywords=laptops&qid=1736962432&s=computers&sr=1-343&xpid=9x5mw5HGXik4p
"(Refurbished) Lenovo ThinkPad 14"" (35.6 cm) HD Business Laptop (Core i5-4th Gen/8 GB RAM/256 GB SSD/Windows 10 Pro/MS Office/Wifi/Webcam/Intel Graphics)","13,729","₹1,00,000",https:amazon.in//Renewed-Lenovo-ThinkPad-Business-Graphics/dp/B09TNQNKZF/ref=sr_1_344?dib=eyJ2IjoiMSJ9.HL_crW6q8IMuFZx9ZybiUV7POWd9dCWmoswaLAyjvXhARFlEOppxZ3M25k_vnnV_dnuxqwNSthn8ojorcRli0gCpNV8ccZ7nZzcInWOTmMzEmE-2Nn8Bm5gYQUKMk0aStwN1epMkrWo48FYnGZQWvBPCdYHsfjmLCHwuPn5cPfsnAJEQOxV2z0nTgnjNPEZdmANa55-wwYFSzxLvVrNX1cjyu804GNtvkFz0PTzI4R9E0Q8HYY-F3iTQMGj7HOJbcfX_k1TBU0vxxycUJOtKShu5qyqTgsUstM98Q4fI5EK0MRS_P4wdkvmq_beC1S2ke7ytqTd_ImJwaGDrHXS4mLszFLf21Q9Ylm99lrd5VvM.XiJh_ix5peTi9ftH1WiBoK2fOQg481RzDx9RPyZk6kI&dib_tag=se&keywords=laptops&qid=1736962432&s=computers&sr=1-344&xpid=9x5mw5HGXik4p
