Name,Price,Normal Price,Link
"ASUS TUF Gaming F15, 15.6-inch (39.62 cms) FHD 144Hz, Intel Core i7-12700H 12th Gen, 4GB NVIDIA RTX 3050, Gaming Laptop (16GB/1TB SSD/Win11/MSO/90WHrs Battery/Gray/2.20 Kg), FX577ZC-HN192WS","80,990","₹1,11,990",https:amazon.in//ASUS-15-6-inch-i7-12700H-Battery-FX577ZC-HN192WS/dp/B0CRR4RDP9/ref=sr_1_449?dib=eyJ2IjoiMSJ9.O27umfjgIy4KHL1k3si8Bw2WQWroWKONs9SWIKJiiIMoazHAhBNPM1ANZKGhMORUy-aJ9sPnlFtwMwOvAXFOol-mwQ1GmP0s8__vrUBgR5dVH8RLR8ouskc5ghwqydtcqcTXVis5lGIPhB8e2cJNg7hsxM_R7E5qqbKHEAUZdv7fsIAK-BSOiRA1RRL3ZuL-bIoYYRa7gJCBy72VgRVuhBjwY6jo3YsrIntL5m0lyHXBduZQfkecLwZp-TnhqjABL8E3aghP8WFqjlJelIdZxIy-qHYb3xB_8OHT9c3ZZpimwAJjo9T1csgGqoqb5NqAalgqgQgQ7XY2_2kN7nbLkKurh3cME3RjKvdwohRLOAo.lSbix_L7F_xHm0_TAKLIMXcWtEOmUbiNvG_z76NX5uk&dib_tag=se&keywords=laptops&qid=1736962490&s=computers&sr=1-449&xpid=9x5mw5HGXik4p
"MSI Pulse 16 AI, Intel Core Ultra 7 155H, Built-in AI, 41CM 16:10 QHD+ 240Hz Gaming Laptop(32GB/1TB NVMe SSD/Windows 11 Home/NVIDIA GeForce RTX 4070, GDDR6 8GB/Core Black/2.8Kg), C1VGKG-029IN","1,59,990","₹1,89,990",https:amazon.in//MSI-Pulse-Intel-Ultra-Built/dp/B0CXDXVDGZ/ref=sr_1_450?dib=eyJ2IjoiMSJ9.O27umfjgIy4KHL1k3si8Bw2WQWroWKONs9SWIKJiiIMoazHAhBNPM1ANZKGhMORUy-aJ9sPnlFtwMwOvAXFOol-mwQ1GmP0s8__vrUBgR5dVH8RLR8ouskc5ghwqydtcqcTXVis5lGIPhB8e2cJNg7hsxM_R7E5qqbKHEAUZdv7fsIAK-BSOiRA1RRL3ZuL-bIoYYRa7gJCBy72VgRVuhBjwY6jo3YsrIntL5m0lyHXBduZQfkecLwZp-TnhqjABL8E3aghP8WFqjlJelIdZxIy-qHYb3xB_8OHT9c3ZZpimwAJjo9T1csgGqoqb5NqAalgqgQgQ7XY2_2kN7nbLkKurh3cME3RjKvdwohRLOAo.lSbix_L7F_xHm0_TAKLIMXcWtEOmUbiNvG_z76NX5uk&dib_tag=se&keywords=laptops&qid=1736962490&s=computers&sr=1-450&xpid=9x5mw5HGXik4p
"(Refurbished) Dell Latitude E5470 6th Gen Intel Core i5 Thin & Light HD Laptop (8 GB DDR4 RAM|256 GB SSD|14"" (35.6 cm) HD|Windows 11|MS Office|WiFi|BT|Intel HD Graphics)","14,465","₹89,999",https:amazon.in//Refurbished-Dell-Latitude-Windows-Graphics/dp/B0DPH91X4H/ref=sr_1_451?dib=eyJ2IjoiMSJ9.O27umfjgIy4KHL1k3si8Bw2WQWroWKONs9SWIKJiiIMoazHAhBNPM1ANZKGhMORUy-aJ9sPnlFtwMwOvAXFOol-mwQ1GmP0s8__vrUBgR5dVH8RLR8ouskc5ghwqydtcqcTXVis5lGIPhB8e2cJNg7hsxM_R7E5qqbKHEAUZdv7fsIAK-BSOiRA1RRL3ZuL-bIoYYRa7gJCBy72VgRVuhBjwY6jo3YsrIntL5m0lyHXBduZQfkecLwZp-TnhqjABL8E3aghP8WFqjlJelIdZxIy-qHYb3xB_8OHT9c3ZZpimwAJjo9T1csgGqoqb5NqAalgqgQgQ7XY2_2kN7nbLkKurh3cME3RjKvdwohRLOAo.lSbix_L7F_xHm0_TAKLIMXcWtEOmUbiNvG_z76NX5uk&dib_tag=se&keywords=laptops&qid=1736962490&s=computers&sr=1-451&xpid=9x5mw5HGXik4p
"HP Pavilion Aero AI Laptop, AMD Ryzen 5 8640U, 16 Tops, 16GB LPDDR5x, 512GB SSD, (Win 11, Office 21, Silver, < 1kg) 13.3-inch (33.8cm), Ultra-Light, WUXGA, AMD Radeon Graphics, 5MP Camera, bg0016AU","73,990","₹91,544",https:amazon.in//HP-Pavilion-Lightest-13-3-inch-Graphics/dp/B0D2HL64SQ/ref=sr_1_434?dib=eyJ2IjoiMSJ9.O27umfjgIy4KHL1k3si8Bw2WQWroWKONs9SWIKJiiIMoazHAhBNPM1ANZKGhMORUy-aJ9sPnlFtwMwOvAXFOol-mwQ1GmP0s8__vrUBgR5dVH8RLR8ouskc5ghwqydtcqcTXVis5lGIPhB8e2cJNg7hsxM_R7E5qqbKHEAUZdv7fsIAK-BSOiRA1RRL3ZuL-bIoYYRa7gJCBy72VgRVuhBjwY6jo3YsrIntL5m0lyHXBduZQfkecLwZp-TnhqjABL8E3aghP8WFqjlJelIdZxIy-qHYb3xB_8OHT9c3ZZpimwAJjo9T1csgGqoqb5NqAalgqgQgQ7XY2_2kN7nbLkKurh3cME3RjKvdwohRLOAo.lSbix_L7F_xHm0_TAKLIMXcWtEOmUbiNvG_z76NX5uk&dib_tag=se&keywords=laptops&qid=1736962490&s=computers&sr=1-434&xpid=9x5mw5HGXik4p
"Acer Aspire Lite AMD Ryzen 7-5700U Processor Premium Laptop (16GB RAM/1TB SSD/Win11 Home/AMD Radeon Graphics) AL15-41, 39.62cm (15.6"") Full HD Display, Multi Color Backlit Keyboard, Steel Gray, 1.59KG","40,990","₹71,999",https:amazon.in//Acer-Processor-Graphics-AL15-41-Keyboard/dp/B0D4ZB6GH2/ref=sr_1_452?dib=eyJ2IjoiMSJ9.O27umfjgIy4KHL1k3si8Bw2WQWroWKONs9SWIKJiiIMoazHAhBNPM1ANZKGhMORUy-aJ9sPnlFtwMwOvAXFOol-mwQ1GmP0s8__vrUBgR5dVH8RLR8ouskc5ghwqydtcqcTXVis5lGIPhB8e2cJNg7hsxM_R7E5qqbKHEAUZdv7fsIAK-BSOiRA1RRL3ZuL-bIoYYRa7gJCBy72VgRVuhBjwY6jo3YsrIntL5m0lyHXBduZQfkecLwZp-TnhqjABL8E3aghP8WFqjlJelIdZxIy-qHYb3xB_8OHT9c3ZZpimwAJjo9T1csgGqoqb5NqAalgqgQgQ7XY2_2kN7nbLkKurh3cME3RjKvdwohRLOAo.lSbix_L7F_xHm0_TAKLIMXcWtEOmUbiNvG_z76NX5uk&dib_tag=se&keywords=laptops&qid=1736962490&s=computers&sr=1-452&xpid=9x5mw5HGXik4p
"(Renewed) Dell Latitude Laptop E5470 Intel Core i5 6th Gen. - 6200u Processor, 16 GB Ram & 2TB SSD, 14.1 Inches HD Screen Notebook Computer","22,000","₹85,990",https:amazon.in//Renewed-Dell-Latitude-Laptop-E5470/dp/B094BY15D3/ref=sr_1_453?dib=eyJ2IjoiMSJ9.O27umfjgIy4KHL1k3si8Bw2WQWroWKONs9SWIKJiiIMoazHAhBNPM1ANZKGhMORUy-aJ9sPnlFtwMwOvAXFOol-mwQ1GmP0s8__vrUBgR5dVH8RLR8ouskc5ghwqydtcqcTXVis5lGIPhB8e2cJNg7hsxM_R7E5qqbKHEAUZdv7fsIAK-BSOiRA1RRL3ZuL-bIoYYRa7gJCBy72VgRVuhBjwY6jo3YsrIntL5m0lyHXBduZQfkecLwZp-TnhqjABL8E3aghP8WFqjlJelIdZxIy-qHYb3xB_8OHT9c3ZZpimwAJjo9T1csgGqoqb5NqAalgqgQgQ7XY2_2kN7nbLkKurh3cME3RjKvdwohRLOAo.lSbix_L7F_xHm0_TAKLIMXcWtEOmUbiNvG_z76NX5uk&dib_tag=se&keywords=laptops&qid=1736962490&s=computers&sr=1-453&xpid=9x5mw5HGXik4p
"HP Pavilion Plus 16, 13th Gen Intel Core i7-13700H, 16-inch (40.6 cm), WQXGA, 400 nits, 16GB LPDDR5x, 512GB SSD, 6GB RTX 3050 GPU, 5 MP camera, Backlit KB (Win 11, MSO 2021, Silver, 1.89 kg), ab0016TX","1,04,990","₹1,28,955",https:amazon.in//HP-Pavilion-i7-13700H-16-inch-ab0016TX/dp/B0D267KC4C/ref=sr_1_454?dib=eyJ2IjoiMSJ9.O27umfjgIy4KHL1k3si8Bw2WQWroWKONs9SWIKJiiIMoazHAhBNPM1ANZKGhMORUy-aJ9sPnlFtwMwOvAXFOol-mwQ1GmP0s8__vrUBgR5dVH8RLR8ouskc5ghwqydtcqcTXVis5lGIPhB8e2cJNg7hsxM_R7E5qqbKHEAUZdv7fsIAK-BSOiRA1RRL3ZuL-bIoYYRa7gJCBy72VgRVuhBjwY6jo3YsrIntL5m0lyHXBduZQfkecLwZp-TnhqjABL8E3aghP8WFqjlJelIdZxIy-qHYb3xB_8OHT9c3ZZpimwAJjo9T1csgGqoqb5NqAalgqgQgQ7XY2_2kN7nbLkKurh3cME3RjKvdwohRLOAo.lSbix_L7F_xHm0_TAKLIMXcWtEOmUbiNvG_z76NX5uk&dib_tag=se&keywords=laptops&qid=1736962490&s=computers&sr=1-454&xpid=9x5mw5HGXik4p
ASUS S433FL-EB197TS Intel Core i7-10510U 14 inches Laptop (8 GB/512 GB SSD/NVIDIA UHD Graphics/Windows 10 Home/Full HD),"68,990","₹97,990",https:amazon.in//S433FL-EB197TS-Laptop-i7-10510U-Graphics-Windows/dp/B08G59D1Q2/ref=sr_1_455?dib=eyJ2IjoiMSJ9.O27umfjgIy4KHL1k3si8Bw2WQWroWKONs9SWIKJiiIMoazHAhBNPM1ANZKGhMORUy-aJ9sPnlFtwMwOvAXFOol-mwQ1GmP0s8__vrUBgR5dVH8RLR8ouskc5ghwqydtcqcTXVis5lGIPhB8e2cJNg7hsxM_R7E5qqbKHEAUZdv7fsIAK-BSOiRA1RRL3ZuL-bIoYYRa7gJCBy72VgRVuhBjwY6jo3YsrIntL5m0lyHXBduZQfkecLwZp-TnhqjABL8E3aghP8WFqjlJelIdZxIy-qHYb3xB_8OHT9c3ZZpimwAJjo9T1csgGqoqb5NqAalgqgQgQ7XY2_2kN7nbLkKurh3cME3RjKvdwohRLOAo.lSbix_L7F_xHm0_TAKLIMXcWtEOmUbiNvG_z76NX5uk&dib_tag=se&keywords=laptops&qid=1736962490&s=computers&sr=1-455&xpid=9x5mw5HGXik4p
"Dell [Smartchoice] Alienware M16 R2 Gaming Laptop,Intel Ultra 9 185H,32GB DDR5,1TB SSD,Nvidia RTX 4070 8 Gb GDDR6,16"" (40.6Cm) QHD+ 240Hz,Nvidia G-Sync +Alienfx RGB Backlit Kb,Dark Metallic,2.61Kg","2,15,490","₹2,74,935",https:amazon.in//Dell-Smartchoice-Alienware-Alienfx-Metallic/dp/B0CYLXD4K5/ref=sr_1_456?dib=eyJ2IjoiMSJ9.O27umfjgIy4KHL1k3si8Bw2WQWroWKONs9SWIKJiiIMoazHAhBNPM1ANZKGhMORUy-aJ9sPnlFtwMwOvAXFOol-mwQ1GmP0s8__vrUBgR5dVH8RLR8ouskc5ghwqydtcqcTXVis5lGIPhB8e2cJNg7hsxM_R7E5qqbKHEAUZdv7fsIAK-BSOiRA1RRL3ZuL-bIoYYRa7gJCBy72VgRVuhBjwY6jo3YsrIntL5m0lyHXBduZQfkecLwZp-TnhqjABL8E3aghP8WFqjlJelIdZxIy-qHYb3xB_8OHT9c3ZZpimwAJjo9T1csgGqoqb5NqAalgqgQgQ7XY2_2kN7nbLkKurh3cME3RjKvdwohRLOAo.lSbix_L7F_xHm0_TAKLIMXcWtEOmUbiNvG_z76NX5uk&dib_tag=se&keywords=laptops&qid=1736962490&s=computers&sr=1-456&xpid=9x5mw5HGXik4p
"(Refurbished) Lenovo ThinkPad T490 8th Gen Intel Core i5 Thin & Light FHD Touchscreen Laptop (16 GB DDR4 RAM/512 GB SSD/14"" (35.6 cm) HD/Windows 11 Pro/MS Office/WiFi/Webcam/Integrated UHD Graphics)","22,999","₹1,49,000",https:amazon.in//Refurbished-Lenovo-ThinkPad-Touchscreen-Integrated/dp/B0DC67DRW9/ref=sr_1_435?dib=eyJ2IjoiMSJ9.O27umfjgIy4KHL1k3si8Bw2WQWroWKONs9SWIKJiiIMoazHAhBNPM1ANZKGhMORUy-aJ9sPnlFtwMwOvAXFOol-mwQ1GmP0s8__vrUBgR5dVH8RLR8ouskc5ghwqydtcqcTXVis5lGIPhB8e2cJNg7hsxM_R7E5qqbKHEAUZdv7fsIAK-BSOiRA1RRL3ZuL-bIoYYRa7gJCBy72VgRVuhBjwY6jo3YsrIntL5m0lyHXBduZQfkecLwZp-TnhqjABL8E3aghP8WFqjlJelIdZxIy-qHYb3xB_8OHT9c3ZZpimwAJjo9T1csgGqoqb5NqAalgqgQgQ7XY2_2kN7nbLkKurh3cME3RjKvdwohRLOAo.lSbix_L7F_xHm0_TAKLIMXcWtEOmUbiNvG_z76NX5uk&dib_tag=se&keywords=laptops&qid=1736962490&s=computers&sr=1-435&xpid=9x5mw5HGXik4p
"(Refurbished) Lenovo ThinkPad T495 | AMD Ryzen 7 Pro 3700U | 14"" FHD TouchScreen Display | 16 GB DDR4 RAM | 512 GB M.2 SSD | Radeon Vega Mobile Graphics","23,999","₹1,00,000",https:amazon.in//Refurbished-Lenovo-ThinkPad-T495-TouchScreen/dp/B0DJR5D1KL/ref=sr_1_436?dib=eyJ2IjoiMSJ9.O27umfjgIy4KHL1k3si8Bw2WQWroWKONs9SWIKJiiIMoazHAhBNPM1ANZKGhMORUy-aJ9sPnlFtwMwOvAXFOol-mwQ1GmP0s8__vrUBgR5dVH8RLR8ouskc5ghwqydtcqcTXVis5lGIPhB8e2cJNg7hsxM_R7E5qqbKHEAUZdv7fsIAK-BSOiRA1RRL3ZuL-bIoYYRa7gJCBy72VgRVuhBjwY6jo3YsrIntL5m0lyHXBduZQfkecLwZp-TnhqjABL8E3aghP8WFqjlJelIdZxIy-qHYb3xB_8OHT9c3ZZpimwAJjo9T1csgGqoqb5NqAalgqgQgQ7XY2_2kN7nbLkKurh3cME3RjKvdwohRLOAo.lSbix_L7F_xHm0_TAKLIMXcWtEOmUbiNvG_z76NX5uk&dib_tag=se&keywords=laptops&qid=1736962490&s=computers&sr=1-436&xpid=9x5mw5HGXik4p
"Lenovo ThinkBook 16 Intel 13th Gen Core i5 16"" (40.64cm) WUXGA IPS 300 Nits Antiglare Thin and Light Laptop (16GB/512GB SSD/Win 11 Home/Backlit Keyboard/Arctic Grey/1.7 Kg), 21KHA081IN","62,000","₹1,05,900",https:amazon.in//Lenovo-ThinkBook-Antiglare-Keyboard-21KHA081IN/dp/B0D82F4JMC/ref=sr_1_437?dib=eyJ2IjoiMSJ9.O27umfjgIy4KHL1k3si8Bw2WQWroWKONs9SWIKJiiIMoazHAhBNPM1ANZKGhMORUy-aJ9sPnlFtwMwOvAXFOol-mwQ1GmP0s8__vrUBgR5dVH8RLR8ouskc5ghwqydtcqcTXVis5lGIPhB8e2cJNg7hsxM_R7E5qqbKHEAUZdv7fsIAK-BSOiRA1RRL3ZuL-bIoYYRa7gJCBy72VgRVuhBjwY6jo3YsrIntL5m0lyHXBduZQfkecLwZp-TnhqjABL8E3aghP8WFqjlJelIdZxIy-qHYb3xB_8OHT9c3ZZpimwAJjo9T1csgGqoqb5NqAalgqgQgQ7XY2_2kN7nbLkKurh3cME3RjKvdwohRLOAo.lSbix_L7F_xHm0_TAKLIMXcWtEOmUbiNvG_z76NX5uk&dib_tag=se&keywords=laptops&qid=1736962490&s=computers&sr=1-437&xpid=9x5mw5HGXik4p
"Lenovo IdeaPad Slim AMD 3 Ryzen 5 5500U 15.6"" (39.62cm) IPS FHD Laptop (16GB/512GB SSD/Win 11/Office 2021/2 Year Warranty/Alexa Built-in/3 Month Game Pass/Arctic Grey/1.65Kg), 82KU0238IN","37,999","₹75,000",https:amazon.in//Lenovo-IdeaPad-39-62cm-Warranty-82KU0238IN/dp/B0BT6W2P11/ref=sr_1_438?dib=eyJ2IjoiMSJ9.O27umfjgIy4KHL1k3si8Bw2WQWroWKONs9SWIKJiiIMoazHAhBNPM1ANZKGhMORUy-aJ9sPnlFtwMwOvAXFOol-mwQ1GmP0s8__vrUBgR5dVH8RLR8ouskc5ghwqydtcqcTXVis5lGIPhB8e2cJNg7hsxM_R7E5qqbKHEAUZdv7fsIAK-BSOiRA1RRL3ZuL-bIoYYRa7gJCBy72VgRVuhBjwY6jo3YsrIntL5m0lyHXBduZQfkecLwZp-TnhqjABL8E3aghP8WFqjlJelIdZxIy-qHYb3xB_8OHT9c3ZZpimwAJjo9T1csgGqoqb5NqAalgqgQgQ7XY2_2kN7nbLkKurh3cME3RjKvdwohRLOAo.lSbix_L7F_xHm0_TAKLIMXcWtEOmUbiNvG_z76NX5uk&dib_tag=se&keywords=laptops&qid=1736962490&s=computers&sr=1-438&xpid=9x5mw5HGXik4p
"Acer Nitro V 16 AI-Powered Gaming Laptop AMD Ryzen 7-8845HS Processor with RTX 4060 8GB Graphics (16GB DDR5/1TB SSD/Win11 Home/WiFi6/165Hz/57Whr) ANV16-41, 16"" WUXGA IPS Display, Obsidian black, 2.5KG","1,09,990","₹1,35,999",https:amazon.in//Acer-AI-Powered-7-8845HS-Processor-ANV16-41/dp/B0BBFGLQJ9/ref=sr_1_439?dib=eyJ2IjoiMSJ9.O27umfjgIy4KHL1k3si8Bw2WQWroWKONs9SWIKJiiIMoazHAhBNPM1ANZKGhMORUy-aJ9sPnlFtwMwOvAXFOol-mwQ1GmP0s8__vrUBgR5dVH8RLR8ouskc5ghwqydtcqcTXVis5lGIPhB8e2cJNg7hsxM_R7E5qqbKHEAUZdv7fsIAK-BSOiRA1RRL3ZuL-bIoYYRa7gJCBy72VgRVuhBjwY6jo3YsrIntL5m0lyHXBduZQfkecLwZp-TnhqjABL8E3aghP8WFqjlJelIdZxIy-qHYb3xB_8OHT9c3ZZpimwAJjo9T1csgGqoqb5NqAalgqgQgQ7XY2_2kN7nbLkKurh3cME3RjKvdwohRLOAo.lSbix_L7F_xHm0_TAKLIMXcWtEOmUbiNvG_z76NX5uk&dib_tag=se&keywords=laptops&qid=1736962490&s=computers&sr=1-439&xpid=9x5mw5HGXik4p
"Lenovo IdeaPad Slim 5 Intel Core Ultra 5 125H Built-in AI 16"" (40.6cm) WUXGA-IPS 300Nit Thin & Light Laptop (16GB/1TB SSD/Win 11/MSO 21/FHD+IR Cam/1Yr ADP Free/3 mon Game Pass/Grey/1.9Kg), 83DC0042IN","76,990","₹1,11,190",https:amazon.in//Lenovo-IdeaPad-Built-WUXGA-IPS-83DC0042IN/dp/B0CSSPYJWK/ref=sr_1_440?dib=eyJ2IjoiMSJ9.O27umfjgIy4KHL1k3si8Bw2WQWroWKONs9SWIKJiiIMoazHAhBNPM1ANZKGhMORUy-aJ9sPnlFtwMwOvAXFOol-mwQ1GmP0s8__vrUBgR5dVH8RLR8ouskc5ghwqydtcqcTXVis5lGIPhB8e2cJNg7hsxM_R7E5qqbKHEAUZdv7fsIAK-BSOiRA1RRL3ZuL-bIoYYRa7gJCBy72VgRVuhBjwY6jo3YsrIntL5m0lyHXBduZQfkecLwZp-TnhqjABL8E3aghP8WFqjlJelIdZxIy-qHYb3xB_8OHT9c3ZZpimwAJjo9T1csgGqoqb5NqAalgqgQgQ7XY2_2kN7nbLkKurh3cME3RjKvdwohRLOAo.lSbix_L7F_xHm0_TAKLIMXcWtEOmUbiNvG_z76NX5uk&dib_tag=se&keywords=laptops&qid=1736962490&s=computers&sr=1-440&xpid=9x5mw5HGXik4p
"HP Victus, 12th Gen Intel Core i5-12450H, NVIDIA Ada Lovelace RTX 3050A, 16GB DDR4, 512GB SSD (Win11, Office21, Blue,2.3kg) 144Hz, 9MS, IPS, 15.6-inch(39.6cm) Gaming Laptop, Enhanced Cooling, fa1379TX","62,990","₹77,566",https:amazon.in//HP-i5-12450H-15-6-inch-Backlit-fa1379TX/dp/B0D81CP85D/ref=sr_1_441?dib=eyJ2IjoiMSJ9.O27umfjgIy4KHL1k3si8Bw2WQWroWKONs9SWIKJiiIMoazHAhBNPM1ANZKGhMORUy-aJ9sPnlFtwMwOvAXFOol-mwQ1GmP0s8__vrUBgR5dVH8RLR8ouskc5ghwqydtcqcTXVis5lGIPhB8e2cJNg7hsxM_R7E5qqbKHEAUZdv7fsIAK-BSOiRA1RRL3ZuL-bIoYYRa7gJCBy72VgRVuhBjwY6jo3YsrIntL5m0lyHXBduZQfkecLwZp-TnhqjABL8E3aghP8WFqjlJelIdZxIy-qHYb3xB_8OHT9c3ZZpimwAJjo9T1csgGqoqb5NqAalgqgQgQ7XY2_2kN7nbLkKurh3cME3RjKvdwohRLOAo.lSbix_L7F_xHm0_TAKLIMXcWtEOmUbiNvG_z76NX5uk&dib_tag=se&keywords=laptops&qid=1736962490&s=computers&sr=1-441&xpid=9x5mw5HGXik4p
"HP 15, 13th
                                        Gen Intel Core i5-1334U, 16GB DDR4, 512GB SSD, (Win 11, Office 21, Silver,
                                        1.59kg), Anti-Glare, 15.6-inch(39.6cm) FHD Laptop, Iris Xe Graphics, FHD Camera,
                                        Backlit KB, fd0316TU/fd0315TU","53,990","₹71,773",https:amazon.in//HP-i5-1334U-Anti-glare-15-6-inch-Graphics/dp/B0D4LWYWF9/ref=sr_1_1?dib=eyJ2IjoiMSJ9.wP8-50EigEoi-zRMfROZwho_MIrocnyWOTGnHN1bUjOw1rYUgtwx4XgnamPllj1i0q16uHAfziMbNAUUd9SUNR-JY2lIYZyBloQTduyp3P93XDq8aErjoQFn9uWY4HacFFOvGlr8DNggin_y3If3t7CgLsa52GfavOI_-UCoTXIdKcTIhxRwonDiqq9rI-ecT3WD5CssVgeY5tvCAGMjthhcE_roZo0DETYKANUj2kE3UDqcipBOkImMpyu2OXDDL5B1wbpJSK8ygFW4IDsUXTe_bwga2mphw5U-ghccSgkpf6_BSWgKU5c2dH7SD8jUlyr82c_Nr01V2skcZRWznO3xEx1LLsAmRgK8dhI99Wo.RKYKqL5HlwYBmZDCcahNEBwRhl9akFXDXrPdSqkemj4&dib_tag=se&keywords=laptops&qid=1736962234&s=computers&sr=1-1&xpid=9x5mw5HGXik4p
"HP Laptop 15, Intel Core Ultra 5 125H, 15.6-inch (39.6 cm), FHD, 16GB DDR5, 1TB SSD, Intel Graphics, 1080p FHD Camera w/Privacy Shutter, Anti-Glare, Backlit KB (Win 11, Silver, 1.65 kg), fd1197TU","69,990","₹85,312",https:amazon.in//HP-15-6-inch-Graphics-Anti-Glare-fd1197TU/dp/B0DGX5X7NZ/ref=sr_1_10?dib=eyJ2IjoiMSJ9.wP8-50EigEoi-zRMfROZwho_MIrocnyWOTGnHN1bUjOw1rYUgtwx4XgnamPllj1i0q16uHAfziMbNAUUd9SUNR-JY2lIYZyBloQTduyp3P93XDq8aErjoQFn9uWY4HacFFOvGlr8DNggin_y3If3t7CgLsa52GfavOI_-UCoTXIdKcTIhxRwonDiqq9rI-ecT3WD5CssVgeY5tvCAGMjthhcE_roZo0DETYKANUj2kE3UDqcipBOkImMpyu2OXDDL5B1wbpJSK8ygFW4IDsUXTe_bwga2mphw5U-ghccSgkpf6_BSWgKU5c2dH7SD8jUlyr82c_Nr01V2skcZRWznO3xEx1LLsAmRgK8dhI99Wo.RKYKqL5HlwYBmZDCcahNEBwRhl9akFXDXrPdSqkemj4&dib_tag=se&keywords=laptops&qid=1736962234&s=computers&sr=1-10&xpid=9x5mw5HGXik4p
"ASUS Vivobook 16"" FHD+ (1920 X 1200), 60Hz 300Nits, Core i5-12500H, (16GB RAM/512GB SSD/Intel Iris X? Graphics/Win 11/Office Home/Fingerprint/42Whr Battery/Transparent Silver/1.88Kg), X1605ZAC-MB541WS","51,990","₹69,990",https:amazon.in//ASUS-i5-12500H-Fingerprint-Transparent-X1605ZAC-MB541WS/dp/B0DGLCTZXX/ref=sr_1_11?dib=eyJ2IjoiMSJ9.wP8-50EigEoi-zRMfROZwho_MIrocnyWOTGnHN1bUjOw1rYUgtwx4XgnamPllj1i0q16uHAfziMbNAUUd9SUNR-JY2lIYZyBloQTduyp3P93XDq8aErjoQFn9uWY4HacFFOvGlr8DNggin_y3If3t7CgLsa52GfavOI_-UCoTXIdKcTIhxRwonDiqq9rI-ecT3WD5CssVgeY5tvCAGMjthhcE_roZo0DETYKANUj2kE3UDqcipBOkImMpyu2OXDDL5B1wbpJSK8ygFW4IDsUXTe_bwga2mphw5U-ghccSgkpf6_BSWgKU5c2dH7SD8jUlyr82c_Nr01V2skcZRWznO3xEx1LLsAmRgK8dhI99Wo.RKYKqL5HlwYBmZDCcahNEBwRhl9akFXDXrPdSqkemj4&dib_tag=se&keywords=laptops&qid=1736962234&s=computers&sr=1-11&xpid=9x5mw5HGXik4p
"Lenovo V14 G3 Intel Core i5 12th Gen 1235U /16GB/512GB SSD/Intel UHD Graphics/Windows 11/ Thin and Light Business Laptop/14.0"" FHD Display/Iron Grey/1.57 kg","36,900","₹60,500",https:amazon.in//Lenovo-V14-G3-Graphics-Business/dp/B08HJWSGW6/ref=sr_1_12?dib=eyJ2IjoiMSJ9.wP8-50EigEoi-zRMfROZwho_MIrocnyWOTGnHN1bUjOw1rYUgtwx4XgnamPllj1i0q16uHAfziMbNAUUd9SUNR-JY2lIYZyBloQTduyp3P93XDq8aErjoQFn9uWY4HacFFOvGlr8DNggin_y3If3t7CgLsa52GfavOI_-UCoTXIdKcTIhxRwonDiqq9rI-ecT3WD5CssVgeY5tvCAGMjthhcE_roZo0DETYKANUj2kE3UDqcipBOkImMpyu2OXDDL5B1wbpJSK8ygFW4IDsUXTe_bwga2mphw5U-ghccSgkpf6_BSWgKU5c2dH7SD8jUlyr82c_Nr01V2skcZRWznO3xEx1LLsAmRgK8dhI99Wo.RKYKqL5HlwYBmZDCcahNEBwRhl9akFXDXrPdSqkemj4&dib_tag=se&keywords=laptops&qid=1736962234&s=computers&sr=1-12&xpid=9x5mw5HGXik4p
"HP 15S AMD Ryzen 5000 (16GB Ram/512GB SSD/Fhd/Windows 11/Ms Office 21/Backlit Keyboard/ 15.6"" (39.6 Cm)/Silver/2.21 Kg) Eq2305Au/Eq2182Au Laptop","39,990","₹59,109",https:amazon.in//HP-Windows-Keyboard-eq2305AU-eq2182au/dp/B0B4N77Y34/ref=sr_1_13?dib=eyJ2IjoiMSJ9.wP8-50EigEoi-zRMfROZwho_MIrocnyWOTGnHN1bUjOw1rYUgtwx4XgnamPllj1i0q16uHAfziMbNAUUd9SUNR-JY2lIYZyBloQTduyp3P93XDq8aErjoQFn9uWY4HacFFOvGlr8DNggin_y3If3t7CgLsa52GfavOI_-UCoTXIdKcTIhxRwonDiqq9rI-ecT3WD5CssVgeY5tvCAGMjthhcE_roZo0DETYKANUj2kE3UDqcipBOkImMpyu2OXDDL5B1wbpJSK8ygFW4IDsUXTe_bwga2mphw5U-ghccSgkpf6_BSWgKU5c2dH7SD8jUlyr82c_Nr01V2skcZRWznO3xEx1LLsAmRgK8dhI99Wo.RKYKqL5HlwYBmZDCcahNEBwRhl9akFXDXrPdSqkemj4&dib_tag=se&keywords=laptops&qid=1736962234&s=computers&sr=1-13&xpid=9x5mw5HGXik4p
